Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Schafer	William		C	IA03	2020	4/20/2020	10035210
	Scheller	Lisa		C	PA07	2020	8/13/2020	10035597
	Scheller	Lisa		X	PA07	2020	5/11/2020	30011485
Hon.	Schiff	Adam B.		P	CA28	2020	1/8/2020	8216880
Hon.	Schiff	Adam B.		P	CA28	2020	7/9/2020	8217364
	Schilling	Robert Todd		C	IA02	2020	5/23/2020	10036162
	Schleifer	Adam		W	NY17	2020	8/18/2020	7795
	Schleifer	Adam		X	NY17	2020	4/23/2020	30011442
	Schmid	Stephanie		C	NJ04	2020	4/22/2020	10035107
	Scholten	James D.		C	IA04	2020	4/17/2020	10035123
Hon.	Schrader	Kurt		P	OR05	2020	2/6/2020	8216960
Hon.	Schrader	Kurt		P	OR05	2020	3/4/2020	8217051
Hon.	Schrader	Kurt		P	OR05	2020	4/9/2020	8217141
Hon.	Schrader	Kurt		P	OR05	2020	5/15/2020	8217225
Hon.	Schrader	Kurt		P	OR05	2020	6/24/2020	8217339
Hon.	Schrader	Kurt		P	OR05	2020	7/22/2020	8217406
Hon.	Schrier	Kim		P	WA08	2020	1/29/2020	20014972
Hon.	Schrier	Kim		P	WA08	2020	3/8/2020	20016189
	Schroder	Kate		C	OH01	2020	8/12/2020	10035246
	Schroder	Kate		X	OH01	2020	4/28/2020	30011453
	Schroepfer	Mark P.		D	MN01	2020	5/21/2020	8217265
Hon.	Schupp	Jill D. S.		C	MO02	2020	4/20/2020	10035067
	Schwartz	Dan		C	NV03	2020	6/12/2020	10035085
	Schwartz	Dan		X	NV03	2020	4/23/2020	30011444
Hon.	Scott	Austin		P	GA08	2020	2/26/2020	9115545
Hon.	Scott	Robert C. "Bobby"		P	VA03	2020	6/25/2020	20016837
	Serrano	Gerardo		C	KY03	2020	4/18/2020	10035144
	Serrano	Gerardo		D	KY03	2020	5/4/2020	8217207
Hon.	Shalala	Donna		P	FL27	2020	4/27/2020	20016481
Hon.	Shalala	Donna		P	FL27	2020	5/15/2020	20016566
Hon.	Shalala	Donna		P	FL27	2020	6/23/2020	20016829
Hon.	Shalala	Donna		P	FL27	2020	7/21/2020	20016984
	Sharon	Jennifer		D	TX35	2020	4/7/2020	40002948
	Shearer	Alaina		C	OH12	2020	5/15/2020	10036016
	Shelton	Kim		D	MD04	2020	2/20/2020	8216995
Mr.	Sherman	Jayesun Israel		C	MN07	2020	5/22/2020	10036158
Hon.	Sherrill	Mikie		P	NJ11	2020	1/3/2020	20012366
Hon.	Sherrill	Mikie		P	NJ11	2020	1/10/2020	20013877
Hon.	Sherrill	Mikie		P	NJ11	2020	2/19/2020	20015059
Hon.	Sherrill	Mikie		P	NJ11	2020	3/23/2020	20016170
Hon.	Sherrill	Mikie		P	NJ11	2020	4/5/2020	20016323
	Siedenbuehl	Thomas		W	PA06	2020	4/23/2020	7742
	Siegel	Cynthia		W	TX07	2020	5/1/2020	7755
	Siegel	Michael		C	TX10	2020	5/13/2020	10035867
	Sigel	Ben		C	MA04	2020	5/13/2020	10035815
	Sigmon	Jason		C	TX32	2020	3/17/2020	10034700
	Silk	Joseph Wesley		C	OK02	2020	5/15/2020	10036012
	Simmons	Lindsey Nicole		C	MO04	2020	5/15/2020	10035970
	Simpson	Jim		C	MD02	2020	3/27/2020	10034727
Hon.	Simpson	Michael K.		P	ID02	2020	6/1/2020	20016694
Hon.	Simpson	Michael K.		P	ID02	2020	6/17/2020	20016803
Dr.	Singh	Bisham		C	MI10	2020	5/15/2020	10035808
	Sites	Jeffrey Alan		C	OH04	2020	4/21/2020	10035146
	Skarlatos	Alek		C	OR04	2020	5/7/2020	10035645
	Small	Edward	Jr.	C	TX09	2020	5/11/2020	10035741
	Smith	Christy		C	CA25	2020	5/15/2020	10035812
Mr.	Smith	Jeff G.		C	OR02	2020	4/14/2020	10034830
	Smith	Larry Joseph		C	TN01	2020	6/12/2020	10035908
	Smith	Larry Joseph		X	TN01	2020	5/20/2020	30011526
Ms.	Smith	Paulette		C	GA06	2020	4/17/2020	10035027
	Smith	Susan Marie		D	IN07	2020	2/12/2020	8216979
	Smoak	Justin Odell		D	WA01	2020	6/19/2020	40003041
Hon.	Smucker	Lloyd K.		P	PA11	2020	1/24/2020	20014943
Mr.	Snider	Vance Neal	II	W	TX13	2020	7/8/2020	7786
	Snow	Salem		D	PA02	2020	4/20/2020	8217174
	Snow	Salem		W		2020		8217178
	Solorio	Jesus Eduardo	Jr.	X	IL04	2020	6/30/2020	30011569
	Soto	Rudy		C	ID01	2020	6/25/2020	10036568
	Spalding	Carla A.		C	FL23	2020	5/15/2020	10036005
Hon.	Spanberger	Abigail		P	VA07	2020	3/20/2020	20016276
	Spartz	Victoria		C	IN05	2020	4/2/2020	10034790
Ms.	Spezakis	Zina		C	NJ09	2020	5/5/2020	10035483
	Spry	Robert		W		2020		8217179
	Sreepada	Kiran		C	TN07	2020	7/6/2020	10035271
	St. George	James		C	FL03	2020	7/12/2020	10034816
	St. George	James		X	FL03	2020	4/16/2020	30008359
	Stanton King	Angela		C	GA05	2020	6/23/2020	10036403
	Stapleton	Corey		C	MT00	2020	5/15/2020	10036014
	Stautz	Shay		D	AZ02	2020	5/29/2020	8217284
	Steel	Michelle		C	CA48	2020	5/6/2020	10035155
	Steiner	Dan		C	GA12	2020	5/7/2020	10035574
Hon.	Steube	W. Greg		P	FL17	2020	4/24/2020	20016477
Mr.	Stevenson	Dylan		D	NY10	2020	2/20/2020	8216988
	Stewart	John S.		C	OH12	2020	7/9/2020	8217361
	Streicker	Margaret		C	CT03	2020	8/11/2020	10033583
	Streicker	Margaret		X	CT03	2020	4/16/2020	30008352
	Strickland	Maria D.		C	GA09	2020	4/4/2020	10034736
	Strickland	Marilyn		C	WA10	2020	5/14/2020	10035724
	Sullivan	David Xavier		C	CT05	2020	8/26/2020	8217605
Dr.	Sullivan	Dennis John		C	NV03	2020	5/14/2020	10035919
	Sutton	Lisa Song		C	NV04	2020	5/18/2020	10036079
	Swaffar	Darlene		C	FL22	2020	5/18/2020	10036081
	Swann	Renee		C	TX17	2020	5/27/2020	10036216
	Swisher	Carlton Aaron		C	ID02	2020	5/18/2020	10036073
	Sylvia	Mark		W	MA09	2020	4/7/2020	7706
	Sylwestrowicz	Andrew		D	IN01	2020	7/22/2020	8217414
	Tanner	Kevin		C	GA09	2020	4/20/2020	10034818
	Tate	Ryan		C	WA10	2020	4/19/2020	10035152
Mr.	Taylor	Dennis R.		C	KS02	2020	6/29/2020	10036619
	Taylor	Jeremy		C	IA04	2020	5/14/2020	10035834
Hon.	Taylor	Nicholas Van		P	TX03	2020	1/7/2020	20013833
Hon.	Taylor	Nicholas Van		P	TX03	2020	2/7/2020	20015002
Hon.	Taylor	Nicholas Van		P	TX03	2020	3/7/2020	20016143
Hon.	Taylor	Nicholas Van		P	TX03	2020	4/13/2020	20016348
Hon.	Taylor	Nicholas Van		P	TX03	2020	6/10/2020	20016703
Dr.	Teague	Johnny Mark		C	TX09	2020	4/27/2020	10035359
Hon.	Tenney	Claudia		C	NY22	2020	8/13/2020	10035975
Hon.	Tenney	Claudia		X	NY22	2020	5/20/2020	30011542
	Terrell	Andrew Steven		C	NC02	2020	4/20/2020	8217156
	Theron	Daniel Peter		C	WI02	2020	5/15/2020	10035705
	Theus	David		C	FL03	2020	5/14/2020	10035925
	Thompson	Larry		W	CA37	2020	4/30/2020	7748
	Thorpe	Devin D.		C	UT03	2020	5/15/2020	10035723
	Thripp	Richard		C	FL06	2020	4/9/2020	10034817
	Tidwell	Andrew J.		C	MI06	2020	7/21/2020	10035112
	Tidwell	Andrew J.		W	MI06	2020	7/21/2020	7789
	Tiffany	Tom		C	WI07	2020	6/15/2020	10036455
	Tilford	John Willard		D	IN09	2020	5/28/2020	8217278
Hon.	Timmons	William R.	IV	P	SC04	2020	8/7/2020	20017111
	Timmons-Goodson	Patricia		C	NC08	2020	5/15/2020	10033580
	Tims	Desiree		C	OH10	2020	8/13/2020	10035961
	Tims	Desiree		X	OH10	2020	5/20/2020	30011547
	Tipirneni	Hiral Vyas		C	AZ06	2020	5/15/2020	10036003
	Tisdel	Kyle J.		C	NM03	2020	5/1/2020	10035477
Hon.	Trone	David		P	MD06	2020	8/13/2020	20016927
	Trout	Blanca Ortiz		W	TX16	2020	4/17/2020	7728
Mr.	Truex	Donald Daryl		D	OH13	2020	3/6/2020	8217071
	Trugman	Robert G.		C	NJ07	2020	5/8/2020	10035675
	Tuman	Douglas		C	NY04	2020	5/22/2020	10036020
	Tuman	Douglas		X	NY04	2020	5/27/2020	30011551
	Tutora	Nicholas		C	AZ09	2020	7/17/2020	10036993
	Tutora	Nicholas		C	AZ09	2020	7/17/2020	10036993
	Tyler	John Wesley		C	CA05	2020	7/28/2020	10037303
	Underwood	Ethan		C	GA09	2020	4/7/2020	10034786
	Underwood	Robert Anacletus		C	GU00	2020	7/30/2020	10037195
	Unterman	Renee		C	GA07	2020	5/15/2020	10035999
Hon.	Upton	Fred		P	MI06	2020	2/19/2020	8216975
Hon.	Upton	Fred		P	MI06	2020	4/6/2020	8217123
Hon.	Upton	Fred		P	MI06	2020	4/24/2020	8217182
Hon.	Upton	Fred		P	MI06	2020	5/12/2020	8217211
Hon.	Upton	Fred		P	MI06	2020	6/12/2020	8217325
Hon.	Upton	Fred		P	MI06	2020	6/24/2020	8217346
Hon.	Upton	Fred		P	MI06	2020	7/17/2020	8217384
Hon.	Upton	Fred		P	MI06	2020	7/28/2020	8217423
Dr.	Uy	Tim		D	WA02	2020	7/9/2020	8217376
	Valadao	David		C	CA21	2020	5/15/2020	10035838
Dr.	Valentín	Leonardo Ivan		C	FL07	2020	5/15/2020	10035828
	Van Ausdal	Kevin		C	GA14	2020	3/24/2020	10034769
	Van De Water	Kyle		C	NY19	2020	5/15/2020	10035972
	Van De Water	Kyle		X	NY19	2020	5/20/2020	30011541
	Van Duyne	Elizabeth Ann		C	TX24	2020	6/15/2020	10036420
Mr.	Van Orden	Derrick F.		C	WI03	2020	8/8/2020	10037430
	Vander Dussen	Jared		C	NM01	2020	5/14/2020	10035910
Dr.	Vayda	Daniel Michael		W	PA18	2020	3/4/2020	7699
	Vazquez	Oz		C	FL18	2020	5/15/2020	10035623
	Vessio	Nicholas P.		C	FL18	2020	6/10/2020	10035545
	Vessio	Nicholas P.		X	FL18	2020	5/20/2020	30011514
Mr.	Vieira	Scott Anthony	Jr.	C	TN07	2020	2/22/2020	10034675
Mr.	Vieira	Scott Anthony	Jr.	D	TN07	2020	3/6/2020	8217072
	Vilardi	Michael		C	FL21	2020	4/28/2020	8217191
	Vilardi	Michael		C	FL21	2020	5/20/2020	8217240
Hon.	Visclosky	Peter J.		P	IN01	2020	4/3/2020	20016358
Hon.	Visclosky	Peter J.		P	IN01	2020	4/3/2020	20016359
Mrs.	Vogel	Lucia Marina		W		2020		8217239
Hon.	Wagner	Ann		P	MO02	2020	2/4/2020	8216961
Hon.	Wagner	Ann		P	MO02	2020	3/6/2020	8217065
	Wagoner	John Roger		C	FL05	2020	5/18/2020	8217237
	Walker	Rodney L.		W	NC08	2020	5/20/2020	7772
	Wall	Christopher D.		A	TX31	2020	2/3/2020	10033591
	Wall	Christopher D.		C	TX31	2020	2/3/2020	10033577
	Wallace	Cynthia		C	NC09	2020	7/20/2020	10036169
	Wallace	Cynthia		C	NC09	2020	7/22/2020	10037050
	Walls-Windhauser	Angela Marie		C	FL08	2020	5/12/2020	10035778
	Walls-Windhauser	Angela Marie		W		2020		8217273
	Walsh	Timothy		C	NJ09	2020	6/27/2020	10036604
	Walters	Gerald		D	IN07	2020	4/20/2020	8217176
	Ward	Anne Marie		C	AZ04	2020	5/15/2020	10035593
	Washington	Kevin		W		2020		9115538
	Watson	Eugene Lacy		C	WV03	2020	5/11/2020	10035754
	Watson	Melissa Ward		C	SC07	2020	4/8/2020	10034778
	Watson	Thomas W.		X	TX19	2020	5/20/2020	30011548
Ms.	Watson	Tiffany Ann		C	NV03	2020	5/19/2020	10036085
Ms.	Watson	Tiffany Ann		D	NV03	2020	5/22/2020	8217266
	Waymaster	Troy		C	KS01	2020	7/16/2020	10036951
	Waymaster	Troy		W	KS01	2020	7/17/2020	7788
	Weaver	Erika C.		C	IL15	2020	5/16/2020	10036034
	Webb	Bryant Cameron		C	VA05	2020	5/18/2020	10035871
Mr.	Webb	Major Mike		D	VA08	2020	2/28/2020	8217042
	Weber	Robert Marion		C	OH09	2020	5/6/2020	10035595
	Weeks	Adam Charles		D	MN02	2020	6/29/2020	8217359
	Weems	Eugene		C	CA31	2020	2/14/2020	10033651
	Weir	Sara Hart		C	KS03	2020	5/15/2020	10035840
	Weiss	Guido		C	FL21	2020	7/13/2020	10035857
	Weiss	Guido		X	FL21	2020	5/20/2020	30011515
	Weiss	Guido		X	FL21	2020	6/30/2020	30011568
Mr.	Welch	Mark Dilling		C	SC03	2020	5/13/2020	8217218
Hon.	Welch	Peter		P	VT00	2020	1/5/2020	20013855
Hon.	Welch	Peter		P	VT00	2020	3/10/2020	20016171
Hon.	Welch	Peter		P	VT00	2020	4/3/2020	20016357
Hon.	Welch	Peter		P	VT00	2020	4/10/2020	20016392
Hon.	Welch	Peter		P	VT00	2020	5/5/2020	20016539
Hon.	Welch	Peter		P	VT00	2020	6/8/2020	20016723
Hon.	Welch	Peter		P	VT00	2020	7/1/2020	20016870
	Wellington	Don		D	MI10	2020	6/3/2020	8217287
	Wells	John L.		D	KY05	2020	4/22/2020	8217175
Dr.	Wells	Tom Beckwith		C	FL03	2020	6/15/2020	10035619
	Welton	Renedria Ann		D	TX33	2020	4/15/2020	40002968
	West	Amy Phan		C	CA47	2020	5/19/2020	10036099
	Westley	Timmy Lee		C	TX15	2020	7/23/2020	8217411
Mr.	Weston	John Kael		C	UT02	2020	3/17/2020	10032456
Mr.	Weston	John Kael		D	UT02	2020	1/17/2020	40001844
	Wildes	Michael		C	NJ09	2020	5/5/2020	8217202
	Wiley	Albert Lee	Jr	D	NC11	2020	2/26/2020	8217026
	Wiley	Albert Lee	Jr	D	NC11	2020	3/25/2020	8217111
	Wilkinson	Brandon Michael		C	MO03	2020	7/22/2020	10037102
	Wilkinson	John		C	GA09	2020	5/9/2020	10035695
	Williams	Celeste Sarene		C	AR03	2020	5/5/2020	10035535
	Williams	Kathleen		C	MS01	2020	5/15/2020	10035841
	Williams	Marcus W.		C	NC09	2020	1/31/2020	8216953
	Williams	Marcus W.		D	NC09	2020	1/30/2020	8216944
	Williams	Marcus W.		X	NC09	2020	2/6/2020	30008325
	Williams	Samuel Lee	Jr	C	TX16	2020	5/23/2020	10036164
	Williams	Wei-Nin Whittney		X	MI11	2020	5/20/2020	30011524
	Williams	William Henry		A	SC07	2020	5/8/2020	10035669
	Williams	William Henry		C	SC07	2020	5/8/2020	10035317
Mr.	Wilson	Dan Caroll		C	GA09	2020	5/14/2020	10035927
	Wilson	Dave		C	WA05	2020	6/24/2020	10036541
	Wilt	Robin		C	NY25	2020	5/15/2020	10036010
	Windholz	James K.		D	KS02	2020	7/8/2020	40003049
Mr.	Winegarner	Josh Lee		C	TX13	2020	5/15/2020	10036021
Dr.	Winn	Charles E.		C	CO02	2020	4/27/2020	10035329
	Winter	Thomas		X	MT00	2020	5/20/2020	30011549
Mrs.	Witt	Kathleen Marie		X	UT01	2020	5/20/2020	30011522
Hon.	Wittman	Robert J.		P	VA01	2020	2/12/2020	20015044
Hon.	Wittman	Robert J.		P	VA01	2020	3/9/2020	20016184
Hon.	Wittman	Robert J.		P	VA01	2020	4/13/2020	20016397
Hon.	Wittman	Robert J.		P	VA01	2020	5/14/2020	20016570
Hon.	Wittman	Robert J.		P	VA01	2020	6/8/2020	20016731
Hon.	Wittman	Robert J.		P	VA01	2020	7/7/2020	20016902
	Wood	Daniel		C	AZ03	2020	4/17/2020	10035102
	Woodard	Jeffrey		D	MD07	2020	4/6/2020	8217133
	Woody	Michael Erin		W	CA24	2020	5/11/2020	7761
	Worthen	Robert		W		2020		8217590
	Wright	Christopher Robert		C	FL09	2020	1/31/2020	10033566
	Wu	Brianna		W		2020		8217416
	Wyman	Robert Mark (Bob)		C	NY10	2020	5/15/2020	10036004
	Wysocki	Frederick Joseph		C	RI01	2020	4/18/2020	10035131
Hon.	Yarmuth	John A.		P	KY03	2020	5/2/2020	20016440
Hon.	Yarmuth	John A.		P	KY03	2020	7/1/2020	20016823
Hon.	Yoho	Ted S.		P	FL03	2020	7/29/2020	8217425
	Young	Geoffrey M.		C	KY06	2020	7/1/2020	8217357
Mr.	Young	Kenneth Sidney		C	CA24	2020	1/27/2020	10033528
	Zannetos	Christopher		C	MA04	2020	6/14/2020	10035873
	Zannetos	Christopher		X	MA04	2020	5/20/2020	30011527
	Zeiler	Kerry P.		W	MN02	2020	5/14/2020	7768
	Zhao	Yukong		C	FL07	2020	8/12/2020	10035729
	Zhao	Yukong		X	FL07	2020	5/20/2020	30011493
	Zmich	Thomas		C	NY06	2020	5/15/2020	10035936
	Zunker	Tricia		C	WI07	2020	7/13/2020	10035932
	Zunker	Tricia		X	WI07	2020	5/20/2020	30011529
